transaction_id,customer_id,date,amount,merchant,category,country,is_international,card_type,currency,flagged
TXN006929,1210,2024-01-07,61.07,"Welch, Williams and Chapman",Travell,Singapore,0,amex,SGD,0
TXN006930,2244,2024-01-28,62.16,Bailey-Gomez,,Singapore,0,Visa,SGD,0
TXN006931,1793,2024-03-28,37.4,Martinez-Moore,Dining,Japan,0,amex,JPY,0
TXN006932,2091,2024-05-29,1.9,Williams Ltd,Groceries,Singapore,0,MasterCard,SGD,0
TXN006933,2439,2024-04-16,183.0,Carrillo-Carrillo,Entertainment,Germany,0,Master Card,EUR,0
TXN006934,1078,2024-05-31,43.96,Rodriguez-Evans,Electronics,India,0,MasterCard,INR,0
TXN006935,1347,2024-04-12,217.84,Nichols-Adams,Entertainment,Vietnam,1,Visa,VND,0
TXN006936,1970,2023-12-24,4.89,Newman and Sons,Groceries,Japan,0,amex,JPY,0
TXN006937,2840,2024-04-10,178.16,Mckenzie Inc,Clothing,Singapore,1,AmEx,SGD,0
TXN006938,1934,2024-05-11,534.0,Pope Ltd,Dining,India,1,AmEx,INR,0
TXN006939,1411,2024-01-06,34.27,Bartlett-Wyatt,Health,Japan,1,AmEx,JPY,0
TXN006940,1691,2024-01-24,386.44,Hines and Sons,Elec-tronics,Germany,0,amex,EUR,0
TXN006941,1696,2024-02-09,70.75,Clark-Levy,healthcare,UK,0,amex,GBP,0
TXN006942,1044,1999-02-22,136.2,Evans-Jordan,dinning,Vietnam,0,Visa,VND,0
TXN006943,2051,2024-04-08,337.52,Armstrong PLC,Health,USA,0,Master Card,USD,0
TXN006944,1871,2024-04-04,2.17,Cole LLC,None,Japan,1,MasterCard,JPY,0
TXN006945,2845,2024-03-01,28.37,Harrison Group,Health,Taiwan,0,Visa,TWD,0
TXN006946,1168,2024-04-13,245.08,"Evans, Walker and Barber",None,India,0,Visa,INR,0
TXN006947,2404,2024-01-31,48.81,"Green, Parker and Douglas",Travel,India,0,MasterCard,INR,0
TXN006948,1431,2024-03-18,81.88,"fleming,clarkandwhite",grocerie,Japan,1,Visa,JPY,0
TXN006949,1022,2024-04-30,47.32,Hicks-Morales,Electronics,Germany,0,amex,EUR,0
TXN006950,1170,2023-12-01,68.8,Logan PLC,Entertainment,Vietnam,0,amex,VND,0
TXN006951,2870,2024-04-14,164.62,Anderson-Walker,grocerie,Singapore,1,MasterCard,SGD,0
TXN006952,1181,1996-02-22,90.1,White LLC,healthcare,India,0,amex,INR,0
TXN006953,2477,2023-12-05,0.19,"Baxter, Riley and Hughes",,Taiwan,1,MasterCard,TWD,0
TXN006954,2977,2024-01-30,52.89,"Wagner, Ramirez and Mcgee",Health,Vietnam,0,AmEx,VND,0
TXN006955,1723,2024-01-07,28.9,Gonzalez Ltd,Groceries,USA,0,Master Card,USD,0
TXN006956,1149,2024-05-17,13.8,"Wong, Pierce and Mejia",Clothing,India,0,Master Card,INR,0
TXN006957,2254,2024-03-26,115.92,"Rivera, Clark and Nguyen",dinning,Germany,1,AmEx,EUR,0
TXN006958,1928,2024-04-26,91.12,Harrell-Martin,Groceries,Germany,0,amex,EUR,0
TXN006959,2781,2024-03-27,286.6,Keller-Johnston,Elec-tronics,Japan,0,MasterCard,JPY,0
TXN006960,1482,2023-12-23,139.05,"Watson, Lawson and Hall",Clothing,Singapore,0,AmEx,SGD,0
TXN006961,2825,2024-04-02,84.39,"Lynch, Barber and Patel",dinning,India,0,Master Card,INR,0
TXN006962,1865,2024-02-13,27.34,Ellis-Campbell,Electronics,Singapore,0,Visa,SGD,0
TXN006963,2266,2023-12-13,40.99,Vazquez LLC,Elec-tronics,Japan,1,Master Card,JPY,0
TXN006964,1846,1973-11-25,18.66,White-Johnson,Entertainment,UK,0,Master Card,GBP,0
TXN006965,1474,2023-12-31,51.19,"Hill, Garcia and Henry",Utilities,UK,0,AmEx,GBP,0
TXN006966,2072,2024-04-20,37.59,"Evans, Miller and Lopez",Elec-tronics,Taiwan,0,MasterCard,TWD,0
TXN006967,2053,2024-01-07,217.79,"Meyer, Orozco and Horton",dinning,Taiwan,0,MasterCard,TWD,0
TXN006968,1525,2023-12-27,40.38,"Little, Anderson and Scott",Travel,Vietnam,0,AmEx,VND,0
TXN006969,1992,2024-03-08,15.4,Carey-Dodson,Entertainment,Germany,0,AmEx,EUR,0
TXN006970,1937,2024-04-10,144.18,Gamble-Boyd,Electronics,USA,0,Master Card,USD,0
TXN006971,1075,2024-05-02,23.64,Owen and Sons,None,Taiwan,0,Visa,TWD,0
TXN006972,1619,2023-12-26,123.17,Higgins Inc,Travel,UK,0,amex,GBP,0
TXN006973,1600,2024-03-19,6.85,"Meyer, Gilmore and Whitehead",grocerie,Japan,0,Master Card,JPY,0
TXN006974,2240,2023-12-15,21.45,Banks-Barrett,Groceries,Singapore,0,MasterCard,SGD,0
TXN006975,1049,2024-01-31,55.9,Hamilton-Cochran,Travell,UK,0,MasterCard,GBP,0
TXN006976,1755,2024-02-18,28.41,Crawford PLC,,USA,0,AmEx,USD,0
TXN006977,2516,2024-05-07,13.71,Thornton Group,Elec-tronics,Japan,0,amex,JPY,0
TXN006978,2142,2024-04-19,199.97,"Mitchell, Macdonald and Mejia",Dining,UK,0,AmEx,GBP,0
TXN006979,2160,2024-01-07,20.53,Moore Ltd,Travell,Taiwan,0,amex,TWD,0
TXN006980,2988,2023-12-24,104.41,Malone-Moran,None,India,1,amex,INR,0
TXN006981,2494,2023-12-04,68.96,"Duncan, Short and Smith",Travel,Taiwan,0,MasterCard,TWD,0
TXN006982,2225,2023-12-23,48.12,Gentry-Williams,None,UK,0,amex,GBP,0
TXN006983,1204,2024-05-04,2.0,Martinez-Mcgrath,Utilities,UK,0,AmEx,GBP,0
TXN006984,1433,2024-02-09,167.18,"Carroll, Herrera and Lee",Entertainment,Germany,0,amex,EUR,0
TXN006985,1858,2023-12-13,169.25,Bryant-Hart,Elec-tronics,USA,0,Master Card,USD,0
TXN006986,2372,2024-04-26,45.14,Howard Group,grocerie,USA,1,Master Card,USD,0
TXN006987,1219,2023-12-11,27.27,Carson Inc,healthcare,UK,0,amex,GBP,0
TXN006988,2829,2024-01-09,79.7,"Johnson, White and Hurst",,India,1,Visa,INR,0
TXN006989,2841,2024-04-23,74.74,Perkins-Willis,Utilities,India,0,amex,INR,0
TXN006990,1302,2024-04-02,45.04,Greer PLC,grocerie,USA,0,amex,USD,0
TXN006991,1694,2024-05-03,286.27,"Keller, Cochran and Stephenson",Dining,Germany,0,amex,EUR,0
TXN006992,2076,2023-12-09,90.86,Nicholson-Phelps,Travell,USA,1,MasterCard,USD,0
TXN006993,2078,2023-12-16,190.58,"Pierce, Cummings and Coleman",Utilities,Germany,0,amex,EUR,0
TXN006994,1704,2024-01-22,51.06,Mitchell PLC,dinning,Vietnam,0,amex,VND,0
TXN006995,1917,2024-02-23,47.39,Mack-Tran,Electronics,Japan,1,amex,JPY,0
TXN006996,1739,2024-03-14,74.57,Lee-Wells,healthcare,Vietnam,0,AmEx,VND,0
TXN006997,2633,2024-04-05,196.26,Smith-Washington,dinning,USA,0,amex,USD,0
TXN006998,1337,2024-03-20,4.79,Page-Thomas,Elec-tronics,Japan,0,amex,JPY,0
TXN006999,1425,2024-03-29,6.85,Frost-Lewis,,Germany,0,MasterCard,EUR,0
TXN007000,2491,2024-02-10,7.1,Watson-Andersen,Clothing,Japan,1,amex,JPY,0
TXN007001,1654,2024-04-28,51.32,Espinoza-Hall,Health,UK,1,Visa,GBP,0
TXN007002,1768,2024-03-09,37.69,"Benson, Benitez and Waters",Travel,Germany,0,Master Card,EUR,0
TXN007003,1737,2024-05-28,49.53,Wilson-Horne,None,USA,1,MasterCard,USD,0
TXN007004,1441,2023-12-20,13.91,"Fields, Webb and Henry",Clothing,Vietnam,0,amex,VND,0
TXN007005,1311,2024-03-31,10.17,"Henry, Payne and Hernandez",Groceries,UK,0,Visa,GBP,0
TXN007006,1833,2023-12-06,58.08,"Travis, Clark and Watson",Travell,Japan,0,MasterCard,JPY,0
TXN007007,1271,2024-03-01,87.65,Baird and Sons,Electronics,USA,0,MasterCard,USD,0
TXN007008,2055,2024-04-28,0.56,Green-Richardson,Health,Japan,0,AmEx,JPY,0
TXN007009,1395,2024-02-13,59.2,Petersen Inc,Elec-tronics,Japan,1,MasterCard,JPY,0
TXN007010,1385,2024-01-26,71.22,Ayers-Collins,Travell,Japan,0,amex,JPY,0
TXN007011,2116,2023-12-14,23.37,"Huang, Wilson and Small",Travell,UK,0,AmEx,GBP,0
TXN007012,2470,2024-02-01,188.36,"Bennett, Harris and Herrera",Dining,Japan,1,Master Card,JPY,0
TXN007013,1012,2024-03-11,3.59,Moore LLC,Travel,Singapore,1,AmEx,SGD,0
TXN007014,1999,2024-03-03,246.31,Johnston LLC,grocerie,India,1,Visa,INR,0
TXN007015,2191,2024-02-07,10.63,Stone-Sanders,Dining,Germany,1,amex,EUR,0
TXN007016,2997,2024-01-10,86.42,Bryant-Hansen,grocerie,Singapore,0,Visa,SGD,0
TXN007017,2683,2024-02-19,58.22,Castaneda PLC,,Singapore,0,amex,SGD,0
TXN007018,2975,2024-05-15,49.97,Stewart and Sons,grocerie,Taiwan,1,AmEx,TWD,0
TXN007019,1339,2024-04-26,0.03,Taylor PLC,Travell,Taiwan,0,amex,TWD,0
TXN007020,2594,2024-04-17,2.26,Vega-Nelson,dinning,Japan,0,Visa,JPY,0
TXN007021,2805,2024-04-07,343.15,"Anderson, Lyons and Sheppard",Dining,USA,1,Master Card,USD,0
TXN007022,1915,2024-03-06,34.51,Harris-Stone,Clothing,UK,1,amex,GBP,0
TXN007023,2659,2024-04-28,2.3,Collier-York,Groceries,Singapore,0,Visa,SGD,0
TXN007024,1671,2023-12-31,27.33,Velasquez-Phillips,Electronics,UK,0,AmEx,GBP,0
TXN007025,1435,2024-01-19,41.59,nicholsonandsons,dinning,USA,0,amex,USD,0
TXN007026,2663,2024-04-05,159.21,Daugherty Group,healthcare,India,0,AmEx,INR,0
TXN007027,1263,2024-01-24,75.0,Johns PLC,healthcare,USA,0,MasterCard,USD,0
TXN007028,1827,2024-05-10,816.72,Brown-Rodriguez,Travell,India,1,Visa,INR,0
TXN007029,1324,2024-05-23,113.67,Wilson and Sons,Elec-tronics,USA,0,Visa,USD,0
TXN007030,2030,2024-01-25,2.04,Gordon Ltd,healthcare,India,1,AmEx,INR,0
TXN007031,1126,2024-02-05,146.87,Alexander Group,Groceries,Taiwan,0,amex,TWD,0
TXN007032,1458,2024-04-23,13.9,Calhoun-Alvarez,dinning,Germany,0,Visa,EUR,0
TXN007033,1200,2023-12-26,248.55,Smith PLC,Health,Taiwan,0,Visa,TWD,0
TXN007034,2957,2024-02-16,31.37,Murray-Larsen,Entertainment,Germany,0,AmEx,EUR,0
TXN007035,1964,2024-02-25,61.24,"Ramirez, Austin and Johnson",Health,Japan,0,Visa,JPY,0
TXN007036,1900,2024-04-01,0.46,Shah Inc,,USA,1,amex,USD,0
TXN007037,2503,2024-03-08,63.05,Jackson-Jones,Travell,Singapore,1,Visa,SGD,0
TXN007038,1368,2023-12-28,40.33,Glenn-Turner,Health,Taiwan,0,Master Card,TWD,0
TXN007039,2487,2024-04-16,61.38,Johnson Ltd,Clothing,Germany,0,AmEx,EUR,0
TXN007040,2216,2024-04-26,82.61,"Clark, Rodriguez and Baker",None,India,1,MasterCard,INR,0
TXN007041,1578,2024-02-27,94.69,"Roman, Hughes and Brooks",Travell,Taiwan,0,AmEx,TWD,0
TXN007042,2588,2024-01-10,54.85,Frost-Mitchell,healthcare,USA,0,AmEx,USD,0
TXN007043,2099,2023-12-23,68.67,Rich PLC,Clothing,USA,0,Visa,USD,0
TXN007044,2773,2024-05-29,9.57,Hutchinson-Rose,Utilities,Taiwan,0,amex,TWD,0
TXN007045,1587,2024-05-24,101.04,Potter-Rodriguez,,Germany,0,Master Card,EUR,0
TXN007046,2691,2024-03-02,79.69,Long and Sons,Clothing,India,0,Visa,INR,0
TXN007047,1977,2023-12-09,109.56,Lindsey Inc,None,Germany,0,amex,EUR,0
TXN007048,2276,2024-05-21,46.07,Davis and Sons,Dining,Taiwan,0,amex,TWD,0
TXN007049,2494,2024-04-18,129.94,Ibarra-Berry,Health,USA,0,Master Card,USD,0
TXN007050,1370,2024-02-15,112.31,Moore Group,Elec-tronics,Japan,0,Visa,JPY,0
TXN007051,1127,2023-12-15,62.28,"Schneider, Anderson and Garza",Travell,USA,0,Master Card,USD,0
TXN007052,2595,2024-01-30,156.43,Petty Inc,None,Singapore,0,amex,SGD,0
TXN007053,1940,2024-05-17,12.5,Lopez Group,Groceries,Vietnam,0,Visa,VND,0
TXN007054,2739,2023-12-12,289.66,Scott Group,Dining,USA,0,MasterCard,USD,0
TXN007055,2752,2023-12-02,68.99,Clark LLC,dinning,Germany,1,AmEx,EUR,0
TXN007056,2556,2024-04-09,52.63,Howard-Henderson,Utilities,Taiwan,0,Master Card,TWD,0
TXN007057,2631,2024-04-02,94.81,Barnes LLC,None,Japan,0,MasterCard,JPY,0
TXN007058,1061,2024-04-04,97.32,Williams-Baker,healthcare,UK,0,MasterCard,GBP,0
TXN007059,2684,2023-12-08,1209.24,Hill-Wilson,Travell,Taiwan,0,amex,TWD,1
TXN007060,2405,2024-05-06,3.8,Phillips Group,Elec-tronics,Vietnam,0,AmEx,VND,0
TXN007061,1244,2024-05-22,,Bush Inc,grocerie,Germany,0,Master Card,EUR,0
TXN007062,2703,2024-01-29,184.76,Jackson-Gibbs,Elec-tronics,UK,0,Visa,GBP,0
TXN007063,1913,2024-01-17,298.01,Reeves-Allison,Dining,India,0,AmEx,INR,0
TXN007064,2681,2024-03-29,195.67,Sanders LLC,dinning,Germany,0,AmEx,EUR,0
TXN007065,2936,2024-02-10,175.43,"Henry, Wheeler and Taylor",Travell,Japan,0,MasterCard,JPY,0
TXN007066,2936,2024-05-23,9.84,Young-Pace,Utilities,Japan,1,amex,JPY,0
TXN007067,2903,2024-01-22,134.07,Perkins-Ford,Travell,Taiwan,0,Visa,TWD,0
TXN007068,2212,2024-01-02,45.47,Mendoza LLC,Entertainment,USA,0,amex,USD,0
TXN007069,1038,2024-05-26,265.01,Delgado-Lowe,grocerie,Japan,0,Visa,JPY,0
TXN007070,2672,2024-01-10,38.52,"Brown, Moon and Williams",Entertainment,India,0,amex,INR,0
TXN007071,1877,2024-04-01,89.12,Wood PLC,Elec-tronics,USA,0,amex,USD,0
TXN007072,2340,2023-12-12,27.52,Dillon-Carpenter,healthcare,India,0,Visa,INR,0
TXN007073,1019,2023-12-20,2.32,"Diaz, Kennedy and Ramos",healthcare,India,0,MasterCard,INR,0
TXN007074,1768,2024-02-23,198.56,Moore-Mercado,Health,UK,1,AmEx,GBP,0
TXN007075,1521,2024-01-15,123.68,Bauer-Long,Dining,USA,0,AmEx,USD,0
TXN007076,1741,2024-03-28,41.99,Ball-Henderson,Entertainment,Vietnam,0,Master Card,VND,0
TXN007077,2410,2024-02-09,13.08,"Anderson, Mcintyre and Harris",Travell,India,0,AmEx,INR,0
TXN007078,1280,2023-12-21,28.29,"Parrish, Boyd and Quinn",healthcare,Taiwan,1,AmEx,TWD,0
TXN007079,2408,2024-02-02,144.6,Bowen Inc,None,Japan,1,Master Card,JPY,0
TXN007080,2510,2023-12-22,57.88,Simmons Inc,Electronics,UK,0,amex,GBP,0
TXN007081,1809,2023-12-19,15.46,Bernard-Hernandez,Dining,India,0,Visa,INR,0
TXN007082,1285,2024-02-23,7.11,Hoffman-Mayer,grocerie,Singapore,0,AmEx,SGD,0
TXN007083,2375,2024-04-18,5.09,Frost-Lopez,Electronics,Germany,0,Visa,EUR,0
TXN007084,1084,2024-04-09,0.69,Le-Neal,Dining,USA,0,Master Card,USD,0
TXN007085,2595,2024-05-30,60.3,"Craig, Hughes and Ross",grocerie,India,0,Master Card,INR,0
TXN007086,2202,2024-04-19,14.62,Porter Inc,Clothing,Japan,0,Visa,JPY,0
TXN007087,2276,2024-05-01,171.68,"Stevenson, Sampson and Mitchell",Dining,Singapore,0,amex,SGD,0
TXN007088,1189,2023-12-29,43.22,edwards-white,Utilities,Singapore,0,MasterCard,SGD,0
TXN007089,1094,2024-03-02,68.66,French-Greene,Dining,Germany,0,Master Card,EUR,0
TXN007090,2680,2024-01-29,12.93,Young-Choi,Entertainment,Singapore,0,AmEx,SGD,0
TXN007091,2063,2024-01-10,45.44,"Marshall, Valdez and Buckley",Elec-tronics,Vietnam,0,MasterCard,VND,0
TXN007092,1860,2023-12-29,31.88,Smith-Bender,dinning,USA,0,AmEx,USD,0
TXN007093,1662,2023-12-18,96.29,Huff-Wells,grocerie,Japan,0,Master Card,JPY,0
TXN007094,1290,2024-02-09,136.67,Bennett Inc,None,Taiwan,0,AmEx,TWD,0
TXN007095,2292,2024-02-16,146.78,"Ramsey, Newman and Smith",Electronics,Singapore,0,AmEx,SGD,0
TXN007096,2701,2024-01-11,26.14,Turner and Sons,Dining,Germany,0,Visa,EUR,0
TXN007097,1688,2024-04-10,67.87,"Booth, Smith and Davis",None,UK,0,AmEx,GBP,0
TXN007098,1146,2024-04-14,33.56,"Hall, Powers and Moore",Electronics,India,1,AmEx,INR,0
TXN007099,1785,2024-01-03,29.26,Conway PLC,Electronics,India,1,AmEx,INR,0
TXN007100,2574,2024-01-11,119.02,Ramos Inc,Elec-tronics,India,0,AmEx,INR,0
TXN007101,2058,2024-02-02,269.36,"Humphrey, Jones and Price",Travell,Vietnam,0,MasterCard,VND,0
TXN007102,2022,2024-05-01,271.03,"Smith, Rose and Marshall",Utilities,Japan,1,Master Card,JPY,0
TXN007103,1329,2024-05-27,556.06,"Dixon, Gregory and Diaz",Electronics,India,1,MasterCard,INR,0
TXN007104,1409,2024-01-31,5.93,Foster LLC,Electronics,Singapore,0,Visa,SGD,0
TXN007105,2705,2024-07-30,,Hill-Knox,,USA,0,AmEx,USD,0
TXN007106,1227,2023-12-23,62.38,Jones-Wilson,Entertainment,Germany,0,Visa,EUR,0
TXN007107,1300,2024-04-29,33.72,George-Smith,grocerie,UK,1,Visa,GBP,0
TXN007108,2442,2024-03-15,34.44,Duran-Miller,Elec-tronics,Vietnam,0,Master Card,VND,0
TXN007109,2568,2024-03-29,141.36,Cooper LLC,Electronics,USA,0,amex,USD,0
TXN007110,2066,2024-02-20,273.11,Valencia Ltd,None,Germany,0,Master Card,EUR,0
TXN007111,1660,2023-12-04,6.6,Delacruz-Woods,,Germany,1,Master Card,EUR,0
TXN007112,2772,2024-02-05,52.32,Hanna Inc,Groceries,Vietnam,0,AmEx,VND,0
TXN007113,1313,2023-12-21,193.0,Yang-Roberts,healthcare,Taiwan,0,Master Card,TWD,0
TXN007114,1446,2024-04-06,125.83,"Perez, Rogers and Bryant",grocerie,India,0,MasterCard,INR,0
TXN007115,1268,2024-02-29,160.29,"Lane, Barnett and Hanson",Groceries,India,1,MasterCard,INR,0
TXN007116,2738,2024-01-23,56.78,Grant-Herring,,Vietnam,1,amex,VND,0
TXN007117,2380,2024-02-18,79.57,Hernandez-Middleton,Entertainment,India,0,MasterCard,INR,0
TXN007118,1203,2023-12-23,95.01,"Mendez, Anderson and Skinner",Entertainment,India,1,Master Card,INR,0
TXN007119,1849,2024-04-25,31.08,Carter-Nielsen,dinning,USA,0,amex,USD,0
TXN007120,2515,2023-12-14,54.64,Rogers-Cross,Groceries,Japan,0,amex,JPY,0
TXN007121,1624,2024-05-19,13.58,"Lee, Conner and Baker",Elec-tronics,Japan,0,MasterCard,JPY,0
TXN007122,1157,2024-04-27,5.54,Callahan PLC,Health,Taiwan,0,amex,TWD,0
TXN007123,2850,2024-02-04,148.72,Patterson-Pittman,,UK,1,MasterCard,GBP,0
TXN007124,2595,2024-01-29,100.2,Li Group,None,Singapore,0,Visa,SGD,0
TXN007125,2524,2024-03-12,48.01,"Lee, Duran and Hughes",,USA,0,MasterCard,USD,0
TXN007126,1862,2024-02-17,135.4,"Olson, Johnston and Martinez",Travel,India,0,Master Card,INR,0
TXN007127,1966,2023-12-13,179.93,Young-Green,healthcare,India,0,Master Card,INR,0
TXN007128,2317,2023-12-23,6.57,Foster Group,Electronics,Japan,1,amex,JPY,0
TXN007129,1512,2024-05-22,55.45,"Thompson, Davis and Harris",Travel,UK,1,AmEx,GBP,0
TXN007130,2778,2024-02-19,227.81,Hudson LLC,Utilities,Taiwan,0,MasterCard,TWD,0
TXN007131,2801,2024-05-29,251.19,King PLC,grocerie,Taiwan,1,AmEx,TWD,0
TXN007132,1544,2024-02-16,122.92,"Carter, Bauer and Jones",Health,Vietnam,1,Visa,VND,0
TXN007133,1552,2024-02-04,99.55,Melton Inc,Utilities,Germany,0,Visa,EUR,0
TXN007134,2760,2024-02-08,66.97,Skinner-Reeves,,Singapore,1,Master Card,SGD,0
TXN007135,1942,2024-05-05,411.39,"Lara, Stewart and Wilson",Utilities,UK,0,MasterCard,GBP,0
TXN007136,1928,2024-05-01,6.47,Arnold-Ferguson,,India,1,Master Card,INR,0
TXN007137,2080,2024-03-11,98.95,Harmon-Chan,Electronics,Vietnam,0,amex,VND,0
TXN007138,1751,2024-05-02,154.52,"Solomon, Flores and Bridges",dinning,USA,0,AmEx,USD,0
TXN007139,1412,2023-12-11,3.63,Smith PLC,Electronics,UK,1,amex,GBP,0
TXN007140,1168,2024-01-02,112.15,"Hansen, Ayers and Friedman",Electronics,USA,0,MasterCard,USD,0
TXN007141,1622,2024-02-01,8.28,"Oconnell, Joseph and Warren",Health,UK,0,amex,GBP,0
TXN007142,1528,2024-02-19,40.18,Davis and Sons,healthcare,UK,0,MasterCard,GBP,0
TXN007143,1161,2023-12-17,12.41,Escobar Inc,Clothing,USA,0,MasterCard,USD,0
TXN007144,2546,2024-04-03,4.11,"Huffman, Lewis and Jordan",grocerie,UK,1,Master Card,GBP,0
TXN007145,2672,2023-12-18,11.59,Rivera-Kelly,Groceries,Singapore,0,MasterCard,SGD,0
TXN007146,2139,2024-03-14,30.36,Soto-Escobar,Clothing,Japan,1,Visa,JPY,0
TXN007147,1874,2024-02-10,67.91,George LLC,None,Vietnam,0,amex,VND,0
TXN007148,1888,2024-02-04,103.88,Rogers-Padilla,None,Japan,0,Master Card,JPY,0
TXN007149,1806,2024-02-23,53.09,"King, Brewer and Whitaker",Groceries,Japan,0,Visa,JPY,0
TXN007150,2410,2024-03-19,61.12,"Hood, Nguyen and Hancock",Travel,Taiwan,1,MasterCard,TWD,0
TXN007151,1190,2024-04-19,98.99,"Beck, Morris and Hoffman",,Taiwan,0,Visa,TWD,0
TXN007152,1363,2024-03-16,233.35,"Wilkerson, Pittman and Johnson",Travell,Vietnam,0,Master Card,VND,0
TXN007153,2570,2024-04-24,195.95,Nelson-Guerrero,Utilities,USA,0,Visa,USD,0
TXN007154,2596,2024-03-12,26.46,"love,richardsonandgonzalez",Clothing,Germany,0,Master Card,EUR,0
TXN007155,1525,,13.86,Jimenez and Sons,,Germany,0,AmEx,EUR,0
TXN007156,1777,2024-04-15,169.43,Oconnell-Ray,Groceries,Vietnam,0,AmEx,VND,0
TXN007157,2626,2024-03-28,121.3,Melendez-Flynn,Dining,UK,0,amex,GBP,0
TXN007158,1794,2024-05-06,110.98,Sosa-Compton,dinning,Singapore,0,AmEx,SGD,0
TXN007159,2184,2024-03-13,14.77,Clay-Williams,,UK,0,amex,GBP,0
TXN007160,2536,2024-03-30,50.87,Lambert-Estrada,Dining,Vietnam,1,MasterCard,VND,0
TXN007161,2635,2024-01-06,38.54,Holland-Levine,Groceries,UK,0,MasterCard,GBP,0
TXN007162,2450,2024-05-14,25.71,Thornton LLC,Elec-tronics,Japan,1,Master Card,JPY,0
TXN007163,2755,2024-07-27,81.36,Taylor-Hernandez,Utilities,Taiwan,1,MasterCard,TWD,0
TXN007164,2011,2024-05-02,188.45,Cohen-Smith,Groceries,UK,1,Master Card,GBP,0
TXN007165,1141,2024-01-22,38.62,"Collins, Nash and Peterson",Electronics,Germany,0,MasterCard,EUR,0
TXN007166,1613,2024-04-09,68.29,"Lin, Gonzalez and Scott",Entertainment,India,0,MasterCard,INR,0
TXN007167,2337,,135.4,Jacobson Group,None,Japan,0,MasterCard,JPY,0
TXN007168,2941,2001-04-07,281.85,Young-Baker,Entertainment,USA,0,Master Card,USD,0
TXN007169,1844,2024-05-22,135.23,Smith-Hoover,Electronics,Germany,0,MasterCard,EUR,0
TXN007170,1267,2024-02-19,2.29,Guerra LLC,Travell,Japan,0,Visa,JPY,0
TXN007171,1321,2024-03-08,5.39,"Holland, Ward and Porter",grocerie,Singapore,0,Master Card,SGD,0
TXN007172,1307,2024-04-20,40.76,Brown-Russell,grocerie,Taiwan,1,Master Card,TWD,0
TXN007173,2116,2023-12-02,23.1,Marshall-Scott,Travell,Singapore,0,MasterCard,SGD,0
TXN007174,2698,2023-12-01,180.8,Perry-Alvarez,None,Singapore,0,amex,SGD,0
TXN007175,1008,2024-05-31,0.39,"Harper, Gordon and Johnston",Dining,Germany,1,Visa,EUR,0
TXN007176,2080,2024-02-05,23.37,Woods Group,dinning,Japan,0,MasterCard,JPY,0
TXN007177,1727,2024-05-20,18.51,Jackson Inc,Groceries,Germany,0,Master Card,EUR,0
TXN007178,1449,2024-04-27,14.12,"Livingston, Clark and Collins",Utilities,Taiwan,1,Master Card,TWD,0
TXN007179,1830,2023-12-23,10.25,Smith Group,None,Vietnam,0,amex,VND,0
TXN007180,2724,2023-12-23,3.19,Ingram-Diaz,dinning,Germany,0,Visa,EUR,0
TXN007181,2153,2024-04-17,271.49,Rogers PLC,healthcare,Germany,0,AmEx,EUR,0
TXN007182,1639,2024-01-25,98.02,Chung-Roberts,Groceries,UK,1,Visa,GBP,0
TXN007183,2711,2024-01-28,254.84,graham-avery,dinning,UK,1,amex,GBP,0
TXN007184,1232,2024-04-29,196.38,"Williams, Ferrell and Perez",Health,USA,0,MasterCard,USD,0
TXN007185,2907,2024-02-20,131.55,"Mendoza, Young and Jordan",,Germany,0,Visa,EUR,0
TXN007186,1100,2024-05-22,124.93,Miller PLC,Dining,Vietnam,0,MasterCard,VND,0
TXN007187,2593,2024-01-30,38.77,"Yu, Wyatt and Gould",,Singapore,0,AmEx,SGD,0
TXN007188,1748,2009-12-11,30.35,"Perry, Martin and Reynolds",Health,USA,1,Master Card,USD,0
TXN007189,2831,2024-05-07,75.09,"Stewart, Ramos and Brown",Electronics,Taiwan,0,Master Card,TWD,0
TXN007190,2051,2023-12-13,44.05,"Hartman, Maxwell and Lee",Clothing,Japan,0,Master Card,JPY,0
TXN007191,2805,2024-03-03,62.73,Stevens PLC,Entertainment,UK,1,amex,GBP,0
TXN007192,2858,2024-01-10,177.56,Hunter-Chapman,Entertainment,Japan,0,amex,JPY,0
TXN007193,2574,2024-03-06,40.42,Perkins LLC,Clothing,Japan,1,Visa,JPY,0
TXN007194,1475,2024-02-22,30.3,Perez Inc,Clothing,Taiwan,0,AmEx,TWD,0
TXN007195,2366,2023-12-17,46.69,"Sanchez, Hickman and Clark",Travell,Japan,0,Visa,JPY,0
TXN007196,2765,2023-12-08,192.99,"Martin, Cisneros and Williams",Clothing,Japan,0,MasterCard,JPY,0
TXN007197,2232,2024-05-22,63.9,Schneider and Sons,Electronics,Germany,0,Master Card,EUR,0
TXN007198,1636,2024-02-08,37.62,Hart Group,Elec-tronics,Japan,0,MasterCard,JPY,0
TXN007199,2894,2024-02-06,85.65,Williams LLC,Dining,Vietnam,0,Visa,VND,0
TXN007200,2955,2024-04-16,45.29,Joseph LLC,grocerie,UK,0,MasterCard,GBP,0
TXN007201,2239,2024-04-28,56.51,Shepard-Moore,dinning,India,0,MasterCard,INR,0
TXN007202,1790,2024-04-25,12.75,Monroe-Jarvis,dinning,India,1,AmEx,INR,0
