transaction_id,customer_id,date,amount,merchant,category,country,is_international,card_type,currency,flagged,year_month,amount_usd,is_outlier
TXN007827,2492,2024-04-20,10.96,Robinson and Sons,Unknown,USA,False,Visa,USD,False,2024-04,10.96,False
TXN007828,2550,2024-04-02,235.46,Collins Inc,Health,India,False,AmEx,INR,False,2024-04,2.83,False
TXN007829,2940,2024-05-10,194.3,Fisher PLC,Utilities,Singapore,False,MasterCard,SGD,False,2024-05,143.78,False
TXN007830,1770,2024-03-31,150.47,Silva and Sons,Travel,India,False,AmEx,INR,False,2024-03,1.81,False
TXN007831,2820,2024-04-22,33.58,Burke Ltd,Health,Singapore,False,Visa,SGD,False,2024-04,24.85,False
TXN007832,1005,2024-03-10,35.09,"Taylor, Wright and Duffy",Clothing,UK,False,MasterCard,GBP,False,2024-03,45.62,False
TXN007833,1557,2023-12-17,25.98,Chaney-Davis,Electronics,India,False,MasterCard,INR,False,2023-12,0.31,False
TXN007834,1712,2024-05-24,408.53,"Hoffman, Perez and Romero",Entertainment,Taiwan,True,Visa,TWD,False,2024-05,13.07,False
TXN007835,1600,2024-01-25,93.8,Cunningham-Ray,Electronics,India,False,MasterCard,INR,False,2024-01,1.13,False
TXN007836,1494,2024-05-16,129.53,"Montoya, Gray and Smith",Groceries,USA,False,AmEx,USD,False,2024-05,129.53,False
TXN007837,1706,2023-12-06,137.94,"Barker, Lucero and Hall",Utilities,USA,False,MasterCard,USD,False,2023-12,137.94,False
TXN007838,1377,2024-01-09,710.4,Mejia PLC,Clothing,USA,True,MasterCard,USD,False,2024-01,710.4,True
TXN007839,2165,2024-04-29,50.01,Jenkins-Wilkerson,Clothing,UK,False,AmEx,GBP,False,2024-04,65.01,False
TXN007840,2397,2024-02-16,8.57,Ross Group,Dining,USA,False,Visa,USD,False,2024-02,8.57,False
TXN007841,1280,2024-02-17,118.6,"Wood, Rocha and Ford",Travel,India,False,MasterCard,INR,False,2024-02,1.42,False
TXN007842,1206,2023-12-02,233.33,Silva Ltd,Unknown,Japan,True,AmEx,JPY,False,2023-12,1.63,False
TXN007843,2597,2024-02-05,40.69,Campbell Group,Unknown,Japan,False,AmEx,JPY,False,2024-02,0.28,False
TXN007844,2910,2024-05-10,43.86,Cross-Hernandez,Travel,UK,True,AmEx,GBP,False,2024-05,57.02,False
TXN007845,2077,2024-02-21,101.29,"Allen, Hunter and Yoder",Dining,Singapore,True,AmEx,SGD,False,2024-02,74.95,False
TXN007846,2472,2024-05-13,35.19,Cummings Inc,Entertainment,Taiwan,False,AmEx,TWD,False,2024-05,1.13,False
TXN007847,1151,2024-02-18,47.48,"Jacobson, Olson and Soto",Dining,India,False,AmEx,INR,False,2024-02,0.57,False
TXN007848,2079,2024-05-12,145.6,"Medina, Torres and Peters",Dining,Singapore,False,MasterCard,SGD,False,2024-05,107.74,False
TXN007849,2545,2024-05-23,364.28,"Newman, Davis and Hernandez",Electronics,Singapore,True,Visa,SGD,False,2024-05,269.57,True
TXN007850,2724,2024-01-05,208.01,Bender Ltd,Clothing,India,False,AmEx,INR,False,2024-01,2.5,False
TXN007851,1872,2024-04-21,13.24,Fisher-Morrison,Travel,USA,True,AmEx,USD,False,2024-04,13.24,False
TXN007852,1399,2024-05-26,70.2,"Stanley, Park and Casey",Health,Germany,True,AmEx,EUR,False,2024-05,77.22,False
TXN007853,1255,2024-02-08,18.13,"Russell, Gray and Conner",Clothing,India,False,MasterCard,INR,False,2024-02,0.22,False
TXN007854,1246,2024-03-25,91.68,Weaver-Trujillo,Electronics,UK,False,AmEx,GBP,False,2024-03,119.18,False
TXN007855,2312,2023-12-19,147.7,Martinez Ltd,Electronics,Vietnam,True,MasterCard,VND,False,2023-12,0.01,False
TXN007856,2722,2023-12-01,198.95,Henry-Jackson,Unknown,Germany,False,Visa,EUR,False,2023-12,218.84,True
TXN007858,1195,2024-05-02,14.46,Smith-Ray,Unknown,Vietnam,False,AmEx,VND,False,2024-05,0.0,False
TXN007859,2613,2023-12-11,71.76,Mendez-Rosales,Groceries,Vietnam,True,Visa,VND,False,2023-12,0.0,False
TXN007860,2851,2023-12-10,131.04,"Shelton, Walsh and Cooper",Clothing,Japan,False,AmEx,JPY,False,2023-12,0.92,False
TXN007861,2973,2024-04-17,41.94,"Mcguire, Baker and Turner",Groceries,USA,False,AmEx,USD,False,2024-04,41.94,False
TXN007862,1563,2024-03-05,79.88,"Schroeder, Garcia and Brown",Clothing,Singapore,False,AmEx,SGD,False,2024-03,59.11,False
TXN007863,1067,2024-02-20,27.0,Thompson-Wiggins,Unknown,Taiwan,True,AmEx,TWD,False,2024-02,0.86,False
TXN007864,2152,2024-03-02,198.31,Wade Inc,Unknown,Vietnam,False,AmEx,VND,False,2024-03,0.01,False
TXN007865,2256,2023-12-18,4.85,"Hale, Fletcher and White",Dining,USA,True,MasterCard,USD,False,2023-12,4.85,False
TXN007866,2003,2024-05-14,26.27,Pratt-Love,Unknown,Germany,False,AmEx,EUR,False,2024-05,28.9,False
TXN007867,1060,2024-04-30,23.43,Armstrong-Hall,Entertainment,UK,False,AmEx,GBP,False,2024-04,30.46,False
TXN007868,1429,2024-02-25,62.4,Lee-Ross,Travel,Vietnam,False,AmEx,VND,False,2024-02,0.0,False
TXN007869,2260,2024-02-17,13.94,"Miller, Mckay and Cannon",Dining,Germany,False,MasterCard,EUR,False,2024-02,15.33,False
TXN007870,2543,2024-01-05,10.64,Bennett Inc,Travel,Taiwan,False,MasterCard,TWD,False,2024-01,0.34,False
TXN007871,2826,2024-04-22,110.02,"Mckenzie, Riddle and Barrett",Health,UK,False,MasterCard,GBP,False,2024-04,143.03,False
TXN007872,1471,2023-12-11,73.2,King Inc,Unknown,Taiwan,False,Visa,TWD,False,2023-12,2.34,False
TXN007873,2825,2024-01-01,135.28,"Anderson, Garcia and Lewis",Travel,USA,True,MasterCard,USD,False,2024-01,135.28,False
TXN007874,2728,2024-01-30,93.25,Estrada-Myers,Dining,Singapore,True,Visa,SGD,False,2024-01,69.0,False
TXN007875,1298,2024-05-09,118.75,"Hutchinson, Carroll and Walker",Unknown,Germany,True,MasterCard,EUR,False,2024-05,130.62,False
TXN007876,2592,2023-12-18,123.98,Aguilar Group,Health,India,True,MasterCard,INR,False,2023-12,1.49,False
TXN007877,2380,2024-05-08,23.62,Henry PLC,Electronics,India,False,Visa,INR,False,2024-05,0.28,False
TXN007878,1515,2023-12-15,58.39,Roy-Roth,Clothing,USA,False,MasterCard,USD,False,2023-12,58.39,False
TXN007879,2636,2024-02-12,50.91,Davis Inc,Unknown,Taiwan,False,MasterCard,TWD,False,2024-02,1.63,False
TXN007880,2089,2024-04-21,194.72,"Ryan, Jackson and Miller",Groceries,Taiwan,True,AmEx,TWD,False,2024-04,6.23,False
TXN007881,1497,2024-04-08,111.15,James PLC,Electronics,USA,False,AmEx,USD,False,2024-04,111.15,False
TXN007883,2738,2024-01-19,31.3,Wheeler Group,Travel,Vietnam,False,MasterCard,VND,False,2024-01,0.0,False
TXN007884,2914,2024-03-14,37.45,"Garcia, Griffin and Rios",Dining,Taiwan,True,AmEx,TWD,False,2024-03,1.2,False
TXN007885,2208,2024-01-18,235.16,Lewis Inc,Unknown,Germany,True,MasterCard,EUR,False,2024-01,258.68,True
TXN007886,2994,2024-02-16,28.52,Torres and Sons,Groceries,Vietnam,False,Visa,VND,False,2024-02,0.0,False
TXN007887,1962,2024-04-11,4.86,Smith-Edwards,Entertainment,Germany,False,MasterCard,EUR,False,2024-04,5.35,False
TXN007888,2281,2024-01-10,66.72,"Nicholson, Miller and Stewart",Groceries,Vietnam,True,Visa,VND,False,2024-01,0.0,False
TXN007889,1568,2024-02-07,223.16,"Klein, Daniel and Lewis",Unknown,Germany,False,AmEx,EUR,False,2024-02,245.48,True
TXN007890,2577,2023-12-22,9.96,Rice-Moore,Travel,Taiwan,False,MasterCard,TWD,False,2023-12,0.32,False
TXN007891,1342,2023-12-11,21.7,Olson-Gordon,Clothing,Taiwan,False,Visa,TWD,False,2023-12,0.69,False
TXN007892,2081,2024-04-10,68.28,"Mckee, Lee and Andrews",Electronics,USA,False,Visa,USD,False,2024-04,68.28,False
TXN007894,2223,2024-03-04,14.0,"Rodriguez, Thomas and Baker",Clothing,Taiwan,False,Visa,TWD,False,2024-03,0.45,False
TXN007895,2011,2023-12-31,63.71,"Rodriguez, Lee and Davis",Groceries,Vietnam,False,Visa,VND,False,2023-12,0.0,False
TXN007896,1156,2024-02-02,80.64,Boyer Ltd,Dining,Japan,True,AmEx,JPY,False,2024-02,0.56,False
TXN007897,2707,2024-05-26,55.81,Chavez and Sons,Unknown,UK,True,AmEx,GBP,False,2024-05,72.55,False
TXN007898,1607,2023-12-12,68.3,"Thompson, Santiago and Mendoza",Utilities,Germany,False,MasterCard,EUR,False,2023-12,75.13,False
TXN007900,1302,2024-02-24,51.11,Wyatt Ltd,Unknown,India,False,MasterCard,INR,False,2024-02,0.61,False
TXN007901,1305,2024-01-15,63.9,Duran Ltd,Electronics,Germany,False,Visa,EUR,False,2024-01,70.29,False
TXN007902,2153,2023-12-24,66.02,"Bennett, Morris and Velez",Entertainment,Vietnam,False,MasterCard,VND,False,2023-12,0.0,False
TXN007903,2106,2024-05-26,26.45,Carson and Sons,Unknown,UK,False,AmEx,GBP,False,2024-05,34.38,False
TXN007904,1542,2024-01-25,47.57,Thomas-Medina,Health,UK,False,MasterCard,GBP,False,2024-01,61.84,False
TXN007906,2933,2024-04-05,52.41,stevens-jones,Travel,Taiwan,False,MasterCard,TWD,False,2024-04,1.68,False
TXN007907,2403,2024-05-02,42.6,"Cervantes, Moore and Oneill",Dining,Germany,False,MasterCard,EUR,False,2024-05,46.86,False
TXN007908,2183,2024-02-20,24.02,Cannon LLC,Health,Taiwan,False,AmEx,TWD,False,2024-02,0.77,False
TXN007909,1795,2024-01-20,83.74,Mendoza Inc,Entertainment,Germany,False,MasterCard,EUR,False,2024-01,92.11,False
TXN007910,2394,2024-02-09,142.73,"Schneider, Cox and Garcia",Health,USA,True,Visa,USD,False,2024-02,142.73,False
TXN007911,2662,2024-03-17,50.41,Mathews-Garrett,Dining,Japan,True,AmEx,JPY,False,2024-03,0.35,False
TXN007912,2250,2024-03-21,328.82,Wheeler-Taylor,Utilities,Taiwan,False,MasterCard,TWD,False,2024-03,10.52,False
TXN007913,2160,2024-05-06,226.07,Bailey-Herrera,Electronics,USA,True,MasterCard,USD,False,2024-05,226.07,True
TXN007914,2825,2024-04-06,14.47,"Weaver, Allen and Hicks",Unknown,UK,False,MasterCard,GBP,False,2024-04,18.81,False
TXN007915,1366,2024-01-24,120.81,Scott-Wade,Electronics,Germany,False,Visa,EUR,False,2024-01,132.89,False
TXN007916,1189,2023-12-10,127.1,"Lowe, Steele and Houston",Groceries,India,True,MasterCard,INR,False,2023-12,1.53,False
TXN007917,2327,2024-03-11,14.1,Wong-Beck,Entertainment,Singapore,False,MasterCard,SGD,False,2024-03,10.43,False
TXN007918,2682,2024-02-23,98.16,"Hughes, Johnson and Rowe",Travel,USA,False,MasterCard,USD,False,2024-02,98.16,False
TXN007919,2368,2024-05-24,117.42,"Bryant, Lewis and Thompson",Dining,Taiwan,False,MasterCard,TWD,False,2024-05,3.76,False
TXN007920,1315,2024-02-09,287.16,Williams-Brennan,Electronics,India,False,AmEx,INR,False,2024-02,3.45,False
TXN007921,1957,2024-03-05,406.79,Lewis-Medina,Groceries,USA,False,Visa,USD,False,2024-03,406.79,True
TXN007922,2053,2024-01-05,269.0,"Chavez, Jimenez and Jones",Entertainment,Japan,False,AmEx,JPY,False,2024-01,1.88,False
TXN007923,2325,2024-02-18,357.05,Reynolds-Evans,Groceries,Vietnam,True,MasterCard,VND,False,2024-02,0.01,False
TXN007924,2801,2023-12-25,95.83,Benson-Russo,Electronics,Vietnam,False,AmEx,VND,False,2023-12,0.0,False
TXN007925,1025,2024-04-12,14.56,Odom PLC,Travel,Japan,False,Visa,JPY,False,2024-04,0.1,False
TXN007926,2972,2024-05-06,72.02,Sullivan-Jordan,Utilities,Vietnam,False,MasterCard,VND,False,2024-05,0.0,False
TXN007927,2989,2024-05-21,13.7,Anderson-Brown,Travel,Vietnam,False,MasterCard,VND,False,2024-05,0.0,False
TXN007928,1459,2023-12-01,2.94,Delgado LLC,Clothing,Singapore,False,AmEx,SGD,False,2023-12,2.18,False
TXN007929,1122,2024-02-15,211.19,"Atkinson, Armstrong and Hansen",Utilities,Japan,False,MasterCard,JPY,False,2024-02,1.48,False
TXN007930,1032,2024-05-09,181.25,"Reynolds, Hubbard and Cordova",Health,India,False,Visa,INR,False,2024-05,2.18,False
TXN007931,2948,2024-04-06,75.65,Jenkins Group,Unknown,Vietnam,False,MasterCard,VND,False,2024-04,0.0,False
TXN007932,2041,2023-12-16,49.5,Rodriguez Ltd,Dining,Vietnam,True,MasterCard,VND,False,2023-12,0.0,False
TXN007933,2307,2024-03-17,47.87,Harris-Mcgrath,Electronics,Germany,False,MasterCard,EUR,False,2024-03,52.66,False
TXN007934,2040,2023-12-04,2.58,"Powell, Rodriguez and Williams",Utilities,India,True,AmEx,INR,False,2023-12,0.03,False
TXN007935,1196,2024-02-09,15.69,Green-Lopez,Electronics,Taiwan,False,Visa,TWD,False,2024-02,0.5,False
TXN007936,2664,2024-05-15,232.82,Mann LLC,Dining,Singapore,False,MasterCard,SGD,False,2024-05,172.29,True
TXN007937,2100,2024-04-27,38.24,"Anderson, Ferrell and Gray",Travel,Singapore,False,Visa,SGD,False,2024-04,28.3,False
TXN007938,2260,2024-04-29,6.79,Farmer-Jordan,Dining,Taiwan,False,MasterCard,TWD,False,2024-04,0.22,False
TXN007939,1489,2023-12-07,175.36,"Taylor, Martinez and Neal",Unknown,Vietnam,False,AmEx,VND,False,2023-12,0.01,False
TXN007940,2075,2023-12-06,108.74,Greene-Martin,Utilities,Taiwan,False,AmEx,TWD,False,2023-12,3.48,False
TXN007941,1373,2023-12-28,108.8,"Smith, Watts and Romero",Health,Vietnam,True,AmEx,VND,False,2023-12,0.0,False
TXN007942,2115,2024-05-23,69.6,Knight PLC,Unknown,Taiwan,False,MasterCard,TWD,False,2024-05,2.23,False
TXN007943,1163,2023-12-12,265.04,Freeman-Combs,Unknown,India,False,AmEx,INR,False,2023-12,3.18,False
TXN007944,1182,2024-05-14,99.51,Young-Perkins,Utilities,India,False,MasterCard,INR,False,2024-05,1.19,False
TXN007945,1907,2024-04-25,13.84,"Boyle, Bowman and Williams",Health,Germany,True,AmEx,EUR,False,2024-04,15.22,False
TXN007946,2804,2024-01-14,71.1,Caldwell-Floyd,Health,Singapore,False,AmEx,SGD,False,2024-01,52.61,False
TXN007947,1048,2024-03-22,8.98,"Haney, Johnson and Fox",Health,Japan,True,AmEx,JPY,False,2024-03,0.06,False
TXN007948,1419,2024-03-09,278.25,Nguyen-Cohen,Health,Japan,False,MasterCard,JPY,False,2024-03,1.95,False
TXN007949,1899,2024-05-11,150.94,"May, Russell and Ferguson",Groceries,Taiwan,False,AmEx,TWD,False,2024-05,4.83,False
TXN007950,1189,2023-12-13,94.73,Richardson PLC,Groceries,Germany,True,Visa,EUR,False,2023-12,104.2,False
TXN007951,1752,2024-03-31,39.52,Goodwin Ltd,Clothing,India,False,MasterCard,INR,False,2024-03,0.47,False
TXN007952,2851,2024-02-28,105.86,Jordan-Jones,Unknown,Japan,False,Visa,JPY,False,2024-02,0.74,False
TXN007953,2178,2024-03-02,13.22,Ayala Inc,Electronics,India,False,AmEx,INR,False,2024-03,0.16,False
TXN007954,2560,2024-02-18,191.61,Atkinson LLC,Clothing,Japan,False,Visa,JPY,False,2024-02,1.34,False
TXN007955,2632,2024-05-14,108.4,Johnson Group,Health,India,False,MasterCard,INR,False,2024-05,1.3,False
TXN007956,1771,2023-12-16,182.78,"Jacobs, Warren and Day",Unknown,Germany,False,MasterCard,EUR,False,2023-12,201.06,True
TXN007957,2622,2024-04-17,72.04,Coffey LLC,Electronics,Germany,False,MasterCard,EUR,False,2024-04,79.24,False
TXN007958,2484,2024-02-27,9.32,"Perez, Mcclure and Little",Unknown,Singapore,True,AmEx,SGD,False,2024-02,6.9,False
TXN007959,2007,2024-05-28,102.57,Caldwell Inc,Electronics,Singapore,True,AmEx,SGD,False,2024-05,75.9,False
TXN007960,1839,2024-04-26,26.8,"Thompson, Dillon and Casey",Electronics,UK,False,Visa,GBP,False,2024-04,34.84,False
TXN007961,2655,2023-12-07,18.42,Reese PLC,Utilities,Japan,False,AmEx,JPY,False,2023-12,0.13,False
TXN007962,2958,2024-05-07,117.91,Cortez Ltd,Electronics,Japan,False,AmEx,JPY,False,2024-05,0.83,False
TXN007963,2620,2024-01-28,99.49,"Simon, Jones and Hess",Health,Japan,False,MasterCard,JPY,False,2024-01,0.7,False
TXN007964,1673,2024-05-18,3.08,Douglas-Rios,Health,Vietnam,False,AmEx,VND,False,2024-05,0.0,False
TXN007965,1596,2024-05-20,75.81,Johnson PLC,Dining,Germany,False,MasterCard,EUR,False,2024-05,83.39,False
TXN007966,1611,2024-04-05,3.16,"Gonzales, Moore and Martinez",Unknown,Vietnam,False,AmEx,VND,False,2024-04,0.0,False
TXN007967,2968,2024-05-21,1596.96,Page-Williams,Dining,India,False,MasterCard,INR,True,2024-05,19.16,False
TXN007968,2223,2023-12-29,5.93,Ramirez-Sanchez,Entertainment,Taiwan,False,MasterCard,TWD,False,2023-12,0.19,False
TXN007969,2534,2023-12-21,11.84,Baird-Wise,Electronics,Taiwan,False,AmEx,TWD,False,2023-12,0.38,False
TXN007970,2259,2024-03-30,251.11,Jones Ltd,Electronics,Taiwan,False,Visa,TWD,False,2024-03,8.04,False
TXN007971,1880,2023-12-09,31.32,"Walton, Terrell and Wallace",Health,USA,False,AmEx,USD,False,2023-12,31.32,False
TXN007972,1084,2024-04-19,2.1,Baker Inc,Unknown,USA,False,MasterCard,USD,False,2024-04,2.1,False
TXN007973,2834,2024-03-02,61.95,"Harvey, Mack and Brock",Health,Japan,False,Visa,JPY,False,2024-03,0.43,False
TXN007974,1113,2024-05-25,96.11,"Gomez, Johnson and Short",Health,UK,False,MasterCard,GBP,False,2024-05,124.94,False
TXN007975,2652,2024-01-18,32.21,Larsen-Beltran,Unknown,India,False,AmEx,INR,False,2024-01,0.39,False
TXN007976,1843,2024-03-04,66.27,Campbell Inc,Groceries,India,False,AmEx,INR,False,2024-03,0.8,False
TXN007977,1570,2024-03-02,27.96,"Perry, Arellano and Reed",Clothing,Taiwan,False,AmEx,TWD,False,2024-03,0.89,False
TXN007978,1336,2024-01-20,169.33,Barnes-Day,Electronics,UK,False,AmEx,GBP,False,2024-01,220.13,True
TXN007979,1586,2024-03-18,91.74,Edwards Inc,Dining,India,False,Visa,INR,False,2024-03,1.1,False
TXN007980,1994,2024-04-01,9.46,Wood Group,Utilities,USA,True,MasterCard,USD,False,2024-04,9.46,False
TXN007981,1270,2024-05-06,196.51,Dunn-Smith,Dining,Vietnam,False,MasterCard,VND,False,2024-05,0.01,False
TXN007982,1157,2024-01-30,289.42,"Hahn, Johnson and Landry",Health,Singapore,False,AmEx,SGD,False,2024-01,214.17,True
TXN007983,1361,2024-05-09,47.34,Lopez PLC,Health,Vietnam,False,MasterCard,VND,False,2024-05,0.0,False
TXN007984,1328,2024-02-19,22.02,Ramos-Briggs,Utilities,Japan,True,MasterCard,JPY,False,2024-02,0.15,False
TXN007985,2632,2024-03-20,88.09,Pratt Inc,Clothing,Germany,False,Visa,EUR,False,2024-03,96.9,False
TXN007986,1856,2024-05-27,75.93,Stein Ltd,Groceries,USA,False,Visa,USD,False,2024-05,75.93,False
TXN007988,1545,2024-04-01,60.77,Adkins-Rice,Travel,USA,True,Visa,USD,False,2024-04,60.77,False
TXN007989,1367,2023-12-26,30.99,Bauer LLC,Utilities,UK,False,MasterCard,GBP,False,2023-12,40.29,False
TXN007990,1180,2024-01-07,202.82,Ochoa Group,Electronics,Germany,False,MasterCard,EUR,False,2024-01,223.1,True
TXN007992,1582,2024-03-17,23.89,Jones-Hernandez,Utilities,Germany,True,MasterCard,EUR,False,2024-03,26.28,False
TXN007993,2785,2024-01-05,20.38,Perez Group,Groceries,Japan,False,MasterCard,JPY,False,2024-01,0.14,False
TXN007994,2592,2024-01-12,8.87,Davis Inc,Groceries,Taiwan,False,MasterCard,TWD,False,2024-01,0.28,False
TXN007995,2254,2024-04-06,5.86,"Cruz, Bell and Jenkins",Clothing,India,True,MasterCard,INR,False,2024-04,0.07,False
TXN007996,1900,2024-02-08,54.17,Alexander LLC,Unknown,Vietnam,False,MasterCard,VND,False,2024-02,0.0,False
TXN007997,2970,2024-03-31,25.54,"Phillips, Thompson and Richardson",Groceries,USA,True,Visa,USD,False,2024-03,25.54,False
TXN007998,2136,2024-01-08,35.82,"Williams, Salinas and Shaffer",Dining,Vietnam,False,MasterCard,VND,False,2024-01,0.0,False
TXN007999,1596,2024-05-14,148.68,Conner PLC,Entertainment,Vietnam,False,Visa,VND,False,2024-05,0.01,False
TXN008000,1931,2023-12-27,54.32,"Reilly, Kim and Archer",Dining,Germany,False,MasterCard,EUR,False,2023-12,59.75,False
TXN008001,2240,2024-03-06,7.95,"Douglas, Holt and Malone",Dining,Japan,False,MasterCard,JPY,False,2024-03,0.06,False
TXN008002,2674,2023-12-25,5.05,"Cox, Hartman and Olson",Electronics,Vietnam,False,MasterCard,VND,False,2023-12,0.0,False
TXN008003,1939,2023-12-30,54.36,"Phillips, Estes and Ramirez",Dining,USA,True,Visa,USD,False,2023-12,54.36,False
TXN008004,1234,2024-01-04,30.19,Cisneros Ltd,Groceries,Japan,False,Visa,JPY,False,2024-01,0.21,False
TXN008005,2439,2024-04-24,77.61,Lynch Inc,Dining,USA,False,MasterCard,USD,False,2024-04,77.61,False
TXN008006,2210,2024-01-02,17.99,Adams Group,Health,USA,False,Visa,USD,False,2024-01,17.99,False
TXN008007,1069,2024-04-27,57.36,Miller-Frye,Health,Taiwan,False,MasterCard,TWD,False,2024-04,1.84,False
TXN008008,2206,2024-04-12,268.5,Welch Ltd,Clothing,Japan,True,Visa,JPY,False,2024-04,1.88,False
TXN008009,2044,2024-02-10,175.53,"Porter, Delgado and Hansen",Unknown,Germany,False,Visa,EUR,False,2024-02,193.08,True
TXN008010,2977,2023-12-15,66.5,"Colon, Cole and Taylor",Entertainment,India,True,AmEx,INR,False,2023-12,0.8,False
TXN008011,2556,2024-05-21,158.3,"Holmes, Nichols and Smith",Travel,Singapore,False,Visa,SGD,False,2024-05,117.14,False
TXN008012,1883,2024-02-23,79.35,Mejia-Diaz,Health,UK,False,MasterCard,GBP,False,2024-02,103.16,False
TXN008013,1020,2024-01-24,333.15,Smith PLC,Electronics,India,True,AmEx,INR,False,2024-01,4.0,False
TXN008014,1989,2024-04-22,31.59,Zavala-Schneider,Electronics,Germany,False,Visa,EUR,False,2024-04,34.75,False
TXN008015,2381,2024-04-07,7.92,"Phillips, Gutierrez and Marsh",Groceries,UK,False,AmEx,GBP,False,2024-04,10.3,False
TXN008016,1320,2024-05-05,223.7,Carpenter Group,Utilities,UK,True,MasterCard,GBP,False,2024-05,290.81,True
TXN008017,2556,2024-01-30,53.73,Foster Inc,Groceries,Singapore,False,Visa,SGD,False,2024-01,39.76,False
TXN008018,1652,2024-05-20,3.28,"Baker, Reyes and Vargas",Health,Vietnam,True,MasterCard,VND,False,2024-05,0.0,False
TXN008019,2461,2024-02-25,116.69,Mckee and Sons,Health,India,False,Visa,INR,False,2024-02,1.4,False
TXN008020,1846,2023-12-01,8.86,"Simmons, Mills and Yu",Entertainment,UK,True,AmEx,GBP,False,2023-12,11.52,False
TXN008021,1721,2024-03-23,87.55,"Hill, Wilson and Melton",Clothing,India,False,AmEx,INR,False,2024-03,1.05,False
TXN008022,1258,2024-02-07,70.86,Crane and Sons,Utilities,Japan,False,Visa,JPY,False,2024-02,0.5,False
TXN008023,2490,2024-02-20,17.29,Sanders-Gross,Groceries,Singapore,False,AmEx,SGD,False,2024-02,12.79,False
TXN008024,1977,2024-04-19,18.49,Tyler PLC,Unknown,Taiwan,False,MasterCard,TWD,False,2024-04,0.59,False
TXN008025,1377,2024-02-04,53.14,"Wilkinson, Mccann and Ramirez",Unknown,UK,True,AmEx,GBP,False,2024-02,69.08,False
TXN008026,1899,2024-03-31,163.15,Hill-Small,Utilities,Singapore,False,MasterCard,SGD,False,2024-03,120.73,False
TXN008027,2326,2024-04-18,242.26,"Cobb, Phillips and Vargas",Utilities,India,True,AmEx,INR,False,2024-04,2.91,False
TXN008029,2021,2024-04-03,26.6,Heath Group,Utilities,Vietnam,True,MasterCard,VND,False,2024-04,0.0,False
TXN008030,1100,2024-03-02,66.85,Copeland LLC,Health,USA,False,MasterCard,USD,False,2024-03,66.85,False
TXN008031,2646,2024-03-27,210.21,Jackson-Watkins,Electronics,USA,False,AmEx,USD,False,2024-03,210.21,True
TXN008032,1224,2024-01-16,48.89,"Adams, Parker and Perry",Electronics,Germany,True,MasterCard,EUR,False,2024-01,53.78,False
TXN008033,2551,2024-05-05,414.8,Mann LLC,Utilities,USA,False,MasterCard,USD,False,2024-05,414.8,True
TXN008034,1728,2024-04-11,190.48,"Hoffman, Thomas and Fuentes",Unknown,UK,False,MasterCard,GBP,False,2024-04,247.62,True
TXN008035,1752,2024-02-17,280.11,Perez PLC,Unknown,Japan,False,Visa,JPY,False,2024-02,1.96,False
TXN008036,1038,2024-02-03,140.28,Beard and Sons,Electronics,India,False,Visa,INR,False,2024-02,1.68,False
TXN008037,1325,2024-03-29,304.89,Johnson-Garcia,Travel,Japan,False,MasterCard,JPY,False,2024-03,2.13,False
TXN008038,1332,2024-05-18,176.51,Lee and Sons,Electronics,Singapore,False,MasterCard,SGD,False,2024-05,130.62,False
TXN008039,1747,2024-05-02,43.67,"Perry, Murphy and Ayers",Entertainment,India,False,AmEx,INR,False,2024-05,0.52,False
TXN008040,2573,2024-04-09,68.28,Mcclure Ltd,Dining,Singapore,True,AmEx,SGD,False,2024-04,50.53,False
TXN008041,2060,2024-04-30,109.63,"Lee, Hardy and Johnson",Groceries,Vietnam,False,AmEx,VND,False,2024-04,0.0,False
TXN008042,2246,2024-01-05,20.07,Shepard Inc,Utilities,Taiwan,True,MasterCard,TWD,False,2024-01,0.64,False
TXN008043,2814,2024-05-26,72.48,Ward and Sons,Utilities,Japan,False,Visa,JPY,False,2024-05,0.51,False
TXN008044,2889,2023-12-05,276.13,Snyder LLC,Unknown,Vietnam,False,Visa,VND,False,2023-12,0.01,False
TXN008045,1954,2024-03-02,208.5,Drake-Williamson,Health,Taiwan,False,MasterCard,TWD,False,2024-03,6.67,False
TXN008046,1055,2024-04-02,4.9,Alvarado Inc,Health,Singapore,True,AmEx,SGD,False,2024-04,3.63,False
TXN008047,1581,2023-12-14,299.37,Hale Ltd,Electronics,UK,True,AmEx,GBP,False,2023-12,389.18,True
TXN008048,1271,2024-05-04,28.47,Tran Ltd,Utilities,Taiwan,True,MasterCard,TWD,False,2024-05,0.91,False
TXN008049,1439,2024-02-19,44.03,Lopez-Kim,Groceries,UK,False,MasterCard,GBP,False,2024-02,57.24,False
TXN008050,2226,2024-02-16,34.44,Poole-Gutierrez,Electronics,Germany,True,AmEx,EUR,False,2024-02,37.88,False
TXN008051,1863,2024-04-20,136.0,Rodriguez-Washington,Dining,India,True,Visa,INR,False,2024-04,1.63,False
TXN008052,1074,2024-02-19,8.42,"Thompson, Webb and Richard",Dining,UK,False,AmEx,GBP,False,2024-02,10.95,False
TXN008053,2451,2024-03-07,31.06,Harrison and Sons,Electronics,Taiwan,False,Visa,TWD,False,2024-03,0.99,False
TXN008054,2415,2024-01-29,25.48,Monroe-Williams,Groceries,Taiwan,False,MasterCard,TWD,False,2024-01,0.82,False
